chroma_major_strength,chroma_minor_strength,mfcc_1,mfcc_2,mfcc_3,spectral_centroid,rms,zcr,mood,timestamp
0.255308,0.281856,32.314273,-3.617228,3.154699,-7.450724,-0.004428,35.034873,Sad,2026-04-12T02:15:15.588323
0.240917,0.244177,27.463046,-17.078095,-0.196633,45.241179,0.043445,88.766999,Happy,2026-04-12T02:15:40.588323
0.24709,0.240164,39.849813,5.727079,-3.577837,9.214242,-0.006924,39.678567,Angry,2026-04-12T02:16:07.588323
0.242692,0.249396,43.17329,-9.37006,4.700161,32.857111,0.056491,40.659759,Energetic,2026-04-12T02:16:31.588323
0.226565,0.247508,43.659337,17.296851,13.939519,7.22734,0.043836,20.756158,Sad,2026-04-12T02:16:50.588323
0.266771,0.250421,45.542889,6.087533,5.181947,19.861958,0.069216,44.737912,Happy,2026-04-12T02:17:03.588323
0.256661,0.257213,51.557507,19.713571,9.718553,28.050929,0.100919,27.742525,Angry,2026-04-12T02:17:16.588323
0.221866,0.251434,32.53896,15.448312,4.164324,30.029726,0.072862,45.279934,Energetic,2026-04-12T02:17:42.588323
0.255946,0.257824,41.344847,12.106972,1.813383,33.698577,0.030338,16.359695,Sad,2026-04-12T02:18:07.588323
0.260499,0.227276,14.017837,-0.883335,-0.162747,31.310496,-0.050066,15.933467,Happy,2026-04-12T02:18:24.588323
0.249802,0.264205,32.873721,19.459013,3.921669,25.842421,0.031023,30.542366,Angry,2026-04-12T02:18:42.588323
